<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MTLR;D;01/08/23;000000;217.19;219.35;211.61;217.4;6724335
MTLR;D;02/08/23;000000;216.75;231.36;215.57;230.81;18366968
MTLR;D;03/08/23;000000;231.7;236.42;228.2;234.92;12567807
MTLR;D;04/08/23;000000;234.96;238.36;213.7;225.47;22284727
MTLR;D;07/08/23;000000;226.1;229.7;217.54;219.91;10063722
MTLR;D;08/08/23;000000;219.1;226.5;213.25;225.31;11120218
MTLR;D;09/08/23;000000;225.8;228.3;222.42;224.08;5963427
MTLR;D;10/08/23;000000;224.5;236.5;224.31;233.94;10112146
MTLR;D;11/08/23;000000;234.69;236.8;230;235.19;6469731
MTLR;D;14/08/23;000000;236.99;240.95;225.02;227.34;14511402
MTLR;D;15/08/23;000000;226.01;233.4;222;226.97;8374235
MTLR;D;16/08/23;000000;226.3;229.84;212.21;219.33;16790897
MTLR;D;17/08/23;000000;221.97;224;215.38;219.4;6474624
MTLR;D;18/08/23;000000;220.4;222;215.17;221.2;5672559
MTLR;D;21/08/23;000000;222.06;224.13;217.5;220.76;5516062
MTLR;D;22/08/23;000000;221.5;221.52;216.5;218.83;5088600
MTLR;D;23/08/23;000000;218.9;219.99;209.12;210.3;9098163
MTLR;D;24/08/23;000000;211.25;213.78;208.35;211.29;5711530
MTLR;D;25/08/23;000000;212.15;212.64;208.82;210.86;4754911
MTLR;D;28/08/23;000000;211.03;218.9;211.03;218.82;7880015
MTLR;D;29/08/23;000000;219;219.48;208.07;210.1;15756274
MTLR;D;30/08/23;000000;210.14;210.49;200.66;202.68;17499027
MTLR;D;31/08/23;000000;203.08;207.98;201.18;206.01;7970865
MTLR;D;01/09/23;000000;206.75;206.92;203.2;205.64;3808135
MTLR;D;04/09/23;000000;206.34;208.66;206.3;207.17;4708643
MTLR;D;05/09/23;000000;207.39;207.79;203.09;204.71;5814724
MTLR;D;06/09/23;000000;204.79;205.3;201.1;203.56;4907611
MTLR;D;07/09/23;000000;204.01;204.45;197.28;199.21;7180625
MTLR;D;08/09/23;000000;199.21;200.6;193.84;196.21;5768630
MTLR;D;11/09/23;000000;196.1;197.23;190.84;192.1;6818890
MTLR;D;12/09/23;000000;192.89;198.69;192.2;198.39;5146409
MTLR;D;13/09/23;000000;198.7;198.94;192;192.78;4627107
MTLR;D;14/09/23;000000;193.3;193.8;185.5;190.77;7925084
MTLR;D;15/09/23;000000;190.5;196.4;190.49;196.12;4955599
MTLR;D;18/09/23;000000;196.24;198.31;192;193.88;4346514
MTLR;D;19/09/23;000000;193.8;199.69;191.55;194.53;10788104
MTLR;D;20/09/23;000000;194.95;202;192.05;198.82;11544321
MTLR;D;21/09/23;000000;197.94;201.29;195;197.94;7846453
MTLR;D;22/09/23;000000;198.12;204.9;196;204.55;11404504
MTLR;D;25/09/23;000000;204.95;209.6;202.2;203.54;10094175
MTLR;D;26/09/23;000000;202.99;205.66;199.19;204.12;4474273
MTLR;D;27/09/23;000000;204.95;205.7;201.87;203.45;2620292
MTLR;D;28/09/23;000000;203.8;208;202.37;205.57;3475098
MTLR;D;29/09/23;000000;205.9;206.64;199.6;202.81;3051434
MTLR;D;02/10/23;000000;203.62;207.18;202.62;205.98;4157711
MTLR;D;03/10/23;000000;206.09;209.34;203.2;209.19;6668324
MTLR;D;04/10/23;000000;209.22;217.3;209.2;215.99;12012337
MTLR;D;05/10/23;000000;216.2;218.53;213.25;216.75;7795379
MTLR;D;06/10/23;000000;217.2;222.96;216.41;222.74;8468006
MTLR;D;09/10/23;000000;223.02;225.13;220.48;221.66;5681821
MTLR;D;10/10/23;000000;222.05;234.89;218.76;233.29;13382145
MTLR;D;11/10/23;000000;233.27;237.81;225.6;226.86;12379145
MTLR;D;12/10/23;000000;225.55;233.98;223.99;232.27;7314406
MTLR;D;13/10/23;000000;232.46;237.94;232.27;237.88;10511263
MTLR;D;16/10/23;000000;238.17;241.72;236.02;237.42;8671371
MTLR;D;17/10/23;000000;236.82;239.15;233.07;237.04;7638580
MTLR;D;18/10/23;000000;237.4;246.88;234.6;245.09;14089244
MTLR;D;19/10/23;000000;245.09;261.34;243.61;260.61;35793148
MTLR;D;20/10/23;000000;261.42;269;253.62;255.22;35276241
MTLR;D;23/10/23;000000;257;259.6;248.15;259;19722642
MTLR;D;24/10/23;000000;260;269.88;256.04;269.71;23694032
MTLR;D;25/10/23;000000;270.03;289.98;269.1;289.49;41072126
MTLR;D;26/10/23;000000;290.56;297.16;271.23;277.73;94082713
MTLR;D;27/10/23;000000;278.02;287;270.31;283.99;44048228
MTLR;D;30/10/23;000000;285;288;274.6;276.81;30298284
MTLR;D;31/10/23;000000;274.9;276.24;264.27;266.82;36450703
MTLR;D;01/11/23;000000;265.57;272.21;264.02;270.49;17604724
MTLR;D;02/11/23;000000;272.17;279.79;270.49;278.2;28526405
MTLR;D;03/11/23;000000;279.99;282.44;275.34;277.73;17214282
MTLR;D;06/11/23;000000;278.01;284.33;277.01;283.67;8525681
MTLR;D;07/11/23;000000;284.06;294.24;282.05;293;23508434
MTLR;D;08/11/23;000000;293.88;303.48;293.15;301.9;38037565
MTLR;D;09/11/23;000000;302.61;312;291.37;308.4;55599419
MTLR;D;10/11/23;000000;308.5;322.99;305.12;320.41;63687031
MTLR;D;13/11/23;000000;322.2;325.46;309.42;314.99;44280019
MTLR;D;14/11/23;000000;314;320.8;305.77;315.3;29052030
MTLR;D;15/11/23;000000;314.99;329.79;312.25;329.09;39608146
MTLR;D;16/11/23;000000;329.4;345.87;325.73;331.31;85549503
MTLR;D;17/11/23;000000;330.01;336.7;325;327.83;46680253
MTLR;D;20/11/23;000000;327.85;331.29;314.02;315.01;34828594
MTLR;D;21/11/23;000000;315;329;305.6;327.38;52571571
MTLR;D;22/11/23;000000;327.56;335.64;310.28;314.1;62665561
MTLR;D;23/11/23;000000;313.6;319.8;307.6;313.6;37597785
MTLR;D;24/11/23;000000;313.7;314.99;305.29;309.54;21486364
MTLR;D;27/11/23;000000;309.22;309.94;291.55;291.6;36267095
MTLR;D;28/11/23;000000;290.61;304.29;280;303.44;50411574
MTLR;D;29/11/23;000000;304.8;305.1;286.43;286.43;32704107
MTLR;D;30/11/23;000000;289.5;296;283.43;292.42;25406933
MTLR;D;01/12/23;000000;293.83;295.14;285;287.7;15646086
MTLR;D;04/12/23;000000;286.88;291.6;281.5;284.56;16723294
MTLR;D;05/12/23;000000;284.65;288.46;275.95;279.46;20634529
MTLR;D;06/12/23;000000;279.8;280.78;268.1;269.07;19219538
MTLR;D;07/12/23;000000;269.07;279.6;261.93;275.88;32536456
MTLR;D;08/12/23;000000;277.02;285.36;271.84;277.5;28535635
MTLR;D;11/12/23;000000;277.81;282.31;272.3;278.38;18092676
MTLR;D;12/12/23;000000;280.09;282;269;270.54;15059709
MTLR;D;13/12/23;000000;270.53;273.9;266.27;271.48;10712880
MTLR;D;14/12/23;000000;271.65;280.93;271.01;275.15;19665353
MTLR;D;15/12/23;000000;275.22;290;275.15;290;19533592
MTLR;D;18/12/23;000000;293;298.7;290.12;296.54;17954313
MTLR;D;19/12/23;000000;296.61;296.78;287.28;291.69;14799350
MTLR;D;20/12/23;000000;291.7;293.29;287.6;290.27;7418465
MTLR;D;21/12/23;000000;290.6;303.75;285.69;301.74;20613094
